Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level
8.7,91.2,65.3,1,4
13.1,51.6,56.3,0,4
8.0,58.7,61.6,0,3
15.2,86.6,37.4,0,1
1.5,104.2,25.4,0,3
2.4,83.6,30.8,1,4
3.4,49.7,67.2,1,4
13.4,88.4,43.1,0,1
12.7,68.5,77.8,1,3
9.5,89.8,80.3,1,0
15.8,79.4,75.5,0,2
18.6,98.0,60.0,1,1
17.3,55.3,66.7,0,4
16.8,77.7,70.3,0,3
8.4,61.8,48.1,0,4
10.7,77.8,86.4,1,1
8.9,74.2,47.8,1,2
13.9,98.5,84.2,1,1
12.1,66.1,63.4,0,3
12.0,40.7,62.8,0,2
8.3,51.1,50.3,1,2
6.3,77.9,58.9,0,1
9.9,70.8,66.6,0,1
9.8,70.5,71.7,1,4
8.8,88.8,56.9,0,2
11.5,99.3,66.8,1,1
10.4,97.8,61.4,0,2
9.8,64.0,71.0,1,2
10.2,58.3,69.4,0,0
13.1,70.0,56.2,0,3
7.4,63.6,70.3,0,2
8.8,69.8,55.5,0,3
5.7,95.8,38.0,0,1
3.9,77.0,64.8,1,3
11.8,101.3,59.2,1,2
6.9,62.4,87.6,0,2
6.9,39.0,79.8,0,0
5.8,102.3,52.1,0,0
-3.5,59.0,74.8,1,0
6.2,80.8,54.8,1,2
13.5,59.9,71.9,1,3
12.5,54.7,69.2,1,2
9.5,81.8,65.8,1,2
12.0,111.2,65.1,0,4
9.6,54.8,39.7,0,1
2.0,81.1,60.8,0,0
10.9,61.7,62.9,0,3
6.1,85.2,62.9,0,4
15.7,106.7,68.2,1,3
17.9,84.4,66.4,1,1
8.5,65.5,74.6,0,4
13.1,87.4,43.1,1,1
12.7,57.4,84.0,0,1
11.7,62.6,89.7,1,2
3.5,71.9,66.9,0,1
7.4,94.9,82.6,0,1
10.1,69.0,52.9,1,0
12.4,63.9,54.6,0,3
16.6,92.5,57.1,1,0
8.6,100.1,40.1,0,2
11.7,82.6,68.0,1,2
6.9,60.3,64.2,1,4
8.4,79.7,72.4,1,0
20.4,103.7,71.5,1,4
1.2,102.3,58.8,1,0
18.6,52.4,74.8,1,2
7.1,82.9,69.3,1,3
2.3,49.6,71.6,1,2
12.5,61.2,79.5,1,1
6.4,81.5,59.6,1,3
17.0,63.6,51.9,1,0
8.7,84.5,83.9,0,1
14.3,80.0,45.3,0,4
10.4,102.0,92.9,0,1
13.1,111.2,50.2,0,0
10.0,62.0,78.1,1,2
5.3,58.5,34.6,0,1
16.2,71.3,69.1,0,1
3.4,88.4,71.7,1,2
8.8,80.5,79.3,1,4
13.7,87.1,51.9,1,2
2.2,87.4,89.2,0,0
10.0,95.2,56.2,1,3
8.8,48.8,49.0,0,1
19.3,50.2,39.6,0,0
2.5,116.6,71.1,0,4
7.3,92.0,76.0,0,2
15.1,95.7,81.3,1,4
13.5,67.7,94.3,1,1
4.7,62.9,75.7,1,3
20.5,74.7,62.8,1,2
15.8,97.3,73.3,0,1
5.7,74.6,71.6,0,0
3.2,82.5,58.6,0,3
-0.1,82.8,108.8,1,3
5.9,66.0,82.2,1,3
18.1,59.0,57.2,1,3
14.5,90.7,70.4,0,4
13.2,66.4,63.9,1,3
3.5,92.5,61.3,0,1
23.8,56.8,78.9,0,3
18.4,74.9,63.3,1,2
7.8,91.8,32.0,1,0
11.9,91.3,60.5,1,1
6.4,78.6,66.9,0,0
-3.3,52.3,56.0,1,0
18.0,79.2,75.7,1,4
15.6,70.0,79.5,0,4
6.8,42.2,71.1,0,0
13.9,112.7,54.3,1,1
10.0,82.4,69.6,1,4
11.0,111.6,83.6,1,3
14.4,101.6,57.7,1,2
11.7,52.0,94.2,0,1
18.2,78.5,71.6,0,2
14.8,63.3,94.2,1,4
9.7,107.7,63.1,0,2
-7.7,67.3,68.1,1,0
6.2,55.2,53.7,0,1
12.0,88.6,83.0,1,0
9.1,78.5,52.0,1,2
11.6,106.6,58.1,0,3
11.6,55.5,62.5,1,0
14.6,117.7,60.8,0,3
4.0,62.6,82.3,1,1
15.4,47.9,75.5,1,0
7.1,84.4,56.4,0,0
6.7,83.8,69.1,0,0
9.9,81.4,41.7,1,1
6.9,94.2,62.4,0,3
12.1,69.3,86.0,1,2
3.7,92.9,73.7,1,3
13.6,93.5,34.0,1,2
11.4,150.0,71.2,0,2
16.4,84.6,55.0,1,1
12.8,64.9,45.2,1,1
11.2,73.6,61.9,0,1
10.5,77.6,77.5,1,2
15.2,86.8,69.5,1,3
11.6,70.8,56.6,1,4
23.1,94.9,60.1,1,1
12.7,46.7,75.4,1,1
10.7,100.7,62.6,0,3
8.3,43.2,71.1,1,3
15.9,96.6,60.8,1,1
14.0,68.0,48.1,1,0
0.5,54.3,61.6,1,0
7.8,65.3,83.5,0,0
10.2,52.3,79.0,0,4
12.9,76.1,75.2,0,1
13.8,78.9,68.6,1,2
2.1,54.1,56.0,0,1
12.6,81.3,61.0,1,1
10.5,70.5,74.8,0,2
6.2,90.5,64.0,1,4
14.2,93.5,63.7,1,1
9.8,65.3,71.8,1,2
11.8,86.1,81.6,0,1
12.5,78.7,94.4,1,1
16.4,90.6,57.1,0,1
8.6,101.2,60.5,0,2
10.4,47.0,60.1,0,0
10.1,109.9,75.6,1,0
15.6,50.0,83.5,1,0
7.2,84.0,66.0,0,2
11.6,78.8,31.6,0,4
10.7,59.0,70.3,0,4
2.3,55.2,64.0,0,1
12.4,76.7,48.9,0,2
8.3,52.3,80.3,1,2
14.1,96.2,43.4,1,1
10.6,74.5,64.0,0,2
4.3,65.4,78.2,1,0
12.9,99.7,73.3,1,2
9.3,54.5,76.2,1,0
7.8,34.5,60.9,1,0
14.2,64.8,62.4,0,0
16.9,56.8,77.4,1,1
19.0,93.1,50.7,1,3
12.6,73.2,85.4,0,3
4.5,61.2,73.9,0,4
14.4,54.9,78.4,0,3
4.8,58.6,71.1,0,1
8.7,69.4,71.9,0,0
12.9,81.9,57.6,0,2
13.7,69.5,51.3,1,0
9.2,57.3,56.9,0,1
11.4,101.1,58.2,0,0
12.9,63.4,78.3,1,0
6.8,114.9,66.4,1,3
5.3,69.5,62.0,0,3
5.3,95.0,68.2,0,2
2.2,47.9,76.8,1,3
13.8,90.7,60.4,0,2
5.7,53.1,81.6,0,2
10.5,90.2,91.7,0,0
4.7,97.3,64.3,1,3
1.9,92.2,68.6,0,3
12.5,89.2,56.7,1,0
14.8,94.8,61.4,1,1
7.0,111.0,44.3,0,2
5.8,53.9,60.3,1,4
15.9,74.2,38.3,0,2
5.3,76.7,83.1,1,0
17.2,73.2,66.1,0,0
5.7,84.4,62.9,1,0
10.2,57.1,80.8,0,0
9.5,80.1,80.4,1,0
13.3,86.1,89.1,0,2
11.6,48.6,99.8,0,2
7.3,61.9,57.0,0,0
12.8,72.3,65.6,0,4
14.0,57.4,83.1,1,4
12.3,100.4,58.9,0,1
13.0,64.9,49.9,0,1
11.6,51.6,63.1,0,4
19.3,37.2,81.5,0,2
3.6,64.7,59.9,0,4
4.3,63.9,56.0,0,1
11.7,70.7,78.9,1,4
15.6,79.1,56.9,1,0
14.9,47.3,98.2,0,3
14.9,67.9,67.9,0,1
13.0,81.2,47.4,1,1
12.4,75.7,55.2,1,0
8.0,94.9,72.2,1,0
12.4,85.0,81.6,1,0
4.7,64.2,68.6,0,2
18.1,60.9,33.8,1,3
10.5,61.0,77.0,0,2
3.5,94.9,55.0,0,3
2.9,74.4,75.8,0,1
1.2,71.8,77.3,0,0
12.4,150.0,68.1,1,0
1.5,101.7,82.6,1,1
10.8,90.0,75.9,1,1
16.7,80.2,84.9,1,0
5.8,57.0,76.6,0,3
3.4,68.8,28.6,1,0
4.8,58.1,47.9,0,1
14.1,130.3,76.4,1,4
9.7,97.0,67.6,0,0
8.7,36.8,54.6,1,0
4.4,77.3,59.5,1,4
8.3,96.9,47.1,0,4
8.0,76.3,65.0,1,0
6.1,78.2,64.8,1,4
8.7,94.6,101.0,1,4
-3.1,55.4,58.3,1,2
14.8,81.7,78.3,1,1
4.6,112.5,36.0,0,1
11.3,66.4,64.2,0,2
18.7,92.5,52.4,1,1
15.3,102.4,79.7,0,2
16.5,71.0,81.9,1,2
16.4,87.3,47.0,1,1
9.1,63.8,66.2,0,1
7.2,104.8,101.9,0,2
11.6,64.6,56.7,1,3
6.7,87.8,76.0,1,1
4.7,63.4,67.5,0,1
17.1,76.6,56.9,0,1
2.0,57.4,74.7,0,0
9.3,53.2,77.6,1,3
8.6,71.1,48.1,0,4
4.3,62.2,72.1,1,2
4.9,99.6,92.4,1,4
22.0,66.5,37.5,1,1
5.8,53.4,74.9,1,3
9.8,64.3,35.5,1,2
7.7,62.8,74.8,1,0
18.3,48.8,73.7,1,4
7.0,52.1,56.3,1,1
7.7,88.5,56.9,1,2
8.3,42.9,80.8,1,2
-2.9,64.1,43.2,1,2
-0.5,65.6,89.2,1,2
8.6,53.1,79.7,0,1
14.9,83.2,53.4,0,2
12.0,63.9,47.8,1,2
1.5,50.6,46.8,1,4
13.9,69.4,67.1,1,2
12.0,59.2,77.0,0,4
11.0,87.0,63.4,1,2
12.1,86.3,83.6,1,1
9.3,78.1,52.5,0,3
9.9,103.6,43.4,0,2
6.5,45.0,59.5,0,4
12.7,77.0,77.1,0,3
11.1,120.1,79.8,1,3
3.0,80.5,55.6,0,0
3.6,99.5,51.7,1,3
15.2,67.8,78.5,1,4
5.9,86.5,67.3,1,0
10.1,71.6,77.2,1,2
6.0,89.7,62.7,1,2
15.0,150.0,48.1,0,1
7.6,57.9,55.7,0,4
7.6,38.7,40.9,1,2
19.0,67.9,55.5,0,2
9.2,94.5,35.9,1,2
4.4,78.8,74.1,0,4
10.3,95.8,96.2,0,2
9.9,102.7,80.5,0,4
1.7,67.9,75.1,1,1
10.8,89.6,47.1,1,2
14.5,95.9,74.7,0,4
16.5,86.3,70.1,0,2
13.0,121.5,73.7,0,1
6.1,55.9,36.3,1,4
11.4,99.7,82.8,1,2
11.4,78.5,84.7,0,2
16.3,58.0,81.3,0,0
15.7,44.8,46.8,0,1
8.2,105.2,53.9,1,4
13.0,95.5,43.4,1,0
13.0,108.6,56.0,1,0
2.2,57.7,78.5,1,1
8.5,77.9,56.4,0,1
13.5,75.8,58.0,1,4
6.4,88.9,69.1,0,2
14.8,116.0,63.7,0,3
-2.4,86.7,69.3,1,0
8.1,93.1,99.2,0,1
3.4,40.1,67.5,0,0
20.5,106.2,80.4,0,0
4.9,76.6,73.8,0,2
17.8,62.7,70.9,1,0
1.9,68.5,59.3,0,2
13.4,88.2,27.4,1,2
1.0,48.4,67.4,0,2
11.9,85.6,55.9,1,3
4.9,62.4,60.3,1,3
10.6,49.8,51.3,0,0
5.6,78.5,94.7,1,4
5.8,87.5,70.3,1,3
18.9,95.2,58.4,0,0
12.5,60.4,79.9,1,0
6.8,80.9,90.0,1,1
13.7,62.8,78.2,0,1
3.0,82.5,68.6,1,0
7.0,76.4,69.1,1,2
7.3,55.4,64.2,0,0
-0.2,57.5,80.2,1,2
10.3,51.9,45.5,0,2
13.7,88.1,58.7,0,4
9.7,112.3,68.9,0,3
10.0,39.6,58.3,0,0
4.7,72.4,57.2,0,0
11.1,35.0,51.4,1,2
3.6,61.8,68.5,1,0
7.5,60.2,81.5,0,4
13.4,84.4,44.8,1,1
10.4,108.9,70.7,1,2
15.4,90.9,47.9,1,0
8.5,55.7,200.0,0,3
6.8,56.5,47.0,0,2
11.5,60.0,86.4,1,3
5.5,62.4,38.8,0,2
11.9,93.9,70.5,0,4
11.4,79.1,58.9,0,1
10.2,58.2,78.3,1,3
14.6,105.5,81.4,1,4
7.1,108.0,47.3,0,4
11.6,52.5,49.4,1,3
3.6,71.4,46.5,1,1
18.9,59.4,85.2,0,4
18.1,66.6,54.2,1,0
9.3,72.1,80.5,0,3
12.0,40.0,54.1,0,3
7.5,87.7,58.2,0,1
9.8,107.2,58.1,0,2
7.7,82.4,71.5,1,1
10.1,43.7,70.5,1,3
11.6,56.7,55.8,1,4
11.3,83.5,70.5,1,2
3.6,60.3,71.3,1,1
5.5,99.2,46.6,0,4
21.1,68.0,35.1,1,0
10.4,81.5,85.6,1,0
9.6,122.1,76.5,0,2
8.3,72.1,39.1,0,0
11.5,52.9,53.3,1,4
7.5,57.2,69.8,0,3
2.5,30.8,77.8,0,1
16.1,86.2,82.7,0,1
11.2,66.4,61.9,0,3
10.8,87.5,62.5,0,3
-3.3,82.2,64.0,0,0
12.8,61.9,56.2,1,1
9.4,100.8,49.2,0,2
8.0,88.8,45.8,0,3
11.8,63.2,54.6,0,0
9.0,82.0,76.1,0,4
4.7,76.8,42.3,0,3
6.3,65.2,77.2,0,3
11.3,65.1,53.2,1,1
8.3,65.6,52.6,1,0
0.5,37.7,82.0,1,4
-2.8,76.9,58.8,0,3
8.3,83.0,73.5,1,4
16.3,50.1,66.3,0,2
15.5,76.5,66.0,1,4
10.2,102.7,51.1,0,2
12.4,101.8,49.9,0,1
9.8,56.1,86.6,1,4
9.5,95.7,66.1,0,0
8.4,100.2,73.7,1,1
8.5,77.6,58.1,1,1
12.8,80.9,69.3,0,4
13.9,84.0,47.7,1,3
9.2,67.2,55.0,0,0
19.0,91.6,30.0,0,0
9.9,57.7,74.6,0,3
19.4,38.0,91.7,1,3
10.0,78.5,47.2,0,0
9.6,86.4,53.6,1,0
12.5,87.2,61.9,0,3
18.7,36.6,77.3,0,1
2.5,89.3,83.0,0,4
17.2,68.6,67.1,1,4
12.8,47.9,50.2,1,2
4.4,56.5,69.6,1,0
3.4,109.9,40.4,0,4
7.9,86.7,97.1,1,1
14.5,73.9,69.0,0,4
4.1,51.0,63.7,0,2
8.2,95.5,63.5,0,1
14.6,70.5,69.1,0,0
12.9,67.6,39.5,0,3
14.2,73.8,93.4,0,2
15.1,118.6,53.0,1,2
10.5,77.4,86.6,0,4
8.6,60.3,60.8,1,4
6.0,70.5,73.4,0,3
6.0,102.1,62.2,1,4
9.9,70.4,68.5,0,3
13.6,95.3,85.8,1,2
5.4,56.9,62.7,0,3
15.4,50.3,69.2,1,2
9.2,42.2,79.3,1,0
7.1,42.8,69.1,1,0
16.8,61.6,37.0,0,4
3.2,89.4,78.4,0,3
8.5,95.5,93.9,0,2
12.9,82.4,69.3,1,3
10.9,83.7,77.9,0,4
9.3,82.2,42.7,0,3
8.1,81.2,93.4,1,2
16.6,62.4,65.0,0,1
3.7,49.6,67.3,0,4
8.5,71.1,68.8,1,1
9.7,35.3,75.3,0,0
1.9,44.5,47.1,1,1
11.5,75.1,71.6,1,3
11.2,69.5,80.0,0,2
12.3,58.4,65.6,0,1
15.1,110.5,62.3,1,4
13.8,93.1,68.1,1,4
4.4,90.4,60.4,1,1
7.5,64.8,39.7,1,1
12.9,104.6,60.1,0,1
9.5,75.8,73.7,0,0
5.6,72.6,45.5,1,0
10.9,54.9,53.8,0,3
13.1,40.5,56.6,0,0
9.4,90.0,81.7,1,0
1.6,75.7,83.6,0,2
11.0,83.0,200.0,0,1
10.0,78.8,86.0,1,1
9.4,42.4,30.8,1,2
2.1,89.5,60.6,0,3
6.3,72.6,79.1,0,4
16.2,77.0,52.7,1,1
12.9,112.4,41.0,0,4
8.4,85.8,75.7,1,4
3.5,72.5,54.2,0,2
8.4,84.8,65.8,0,4
13.7,93.5,102.7,1,3
6.5,60.6,49.6,0,2
18.7,72.5,67.5,1,2
11.4,76.4,40.0,1,2
9.3,84.5,66.5,1,1
6.0,79.5,51.7,0,2
13.9,108.2,59.6,0,4
14.2,88.8,77.4,1,2
12.6,113.9,56.2,1,3
0.6,86.2,88.4,1,2
4.4,88.1,55.3,0,1
10.9,57.7,43.2,0,0
9.5,94.4,74.1,0,3
6.4,46.1,65.2,0,4
5.8,64.8,68.8,1,3
14.4,73.4,73.0,1,1
7.0,35.5,82.4,1,1
8.4,65.8,46.1,0,4
7.7,91.8,53.5,0,1
13.1,100.0,68.1,1,4
8.0,57.3,43.8,1,3
4.7,89.0,71.2,1,3
15.4,91.3,57.2,0,4
11.3,65.2,69.7,1,4
12.7,96.7,85.3,1,3
4.0,96.1,69.9,0,1
13.3,87.1,57.7,1,1
11.1,105.4,54.2,1,2
15.0,52.1,70.4,1,4
10.6,68.9,49.4,0,4
12.7,25.8,74.4,1,1
8.5,51.6,107.5,0,0
9.4,115.2,53.9,1,1
8.3,64.5,58.0,0,3
4.6,77.3,84.4,0,0
13.1,79.1,60.6,1,2
13.7,75.0,73.7,1,1
12.8,94.6,61.5,0,3
11.1,60.0,71.6,1,2
8.5,114.9,87.1,0,3
15.2,94.2,36.9,1,3
9.7,91.3,41.6,1,1
11.6,76.0,41.8,1,4
6.9,70.3,38.4,0,0
11.3,125.9,79.4,1,2
10.1,28.5,53.7,1,4
18.6,92.1,60.1,1,0
6.3,79.8,68.6,1,4
10.3,92.8,81.7,0,3
3.3,106.8,78.8,1,2
12.3,38.0,64.4,0,3
18.2,81.5,50.6,0,0
14.4,107.1,66.2,0,1
9.2,78.2,47.9,0,3
10.5,80.1,61.5,0,0
11.4,99.9,62.7,1,2
5.6,35.2,75.5,0,2
15.0,66.5,73.2,1,3
-2.5,88.1,60.8,0,4
7.7,89.0,48.2,1,2
5.2,88.4,89.0,0,4
9.9,45.4,67.0,0,3
1.4,81.6,70.7,0,3
14.5,61.8,71.0,1,0
2.0,71.1,70.8,1,4
2.3,99.0,45.5,1,4
7.4,90.1,73.9,1,2
10.8,100.2,60.3,1,1
20.8,77.4,57.6,0,1
17.7,91.4,68.2,0,2
-0.3,47.2,58.5,1,3
16.0,102.5,71.1,1,2
16.0,73.0,52.8,0,3
6.3,89.6,59.9,0,0
18.3,62.3,62.6,0,3
24.7,95.4,66.9,1,3
6.2,107.5,100.7,1,4
3.0,83.0,53.0,0,1
16.1,85.4,56.4,0,2
10.8,67.6,58.1,1,0
16.1,82.0,54.5,0,0
8.1,70.7,51.9,1,3
16.8,86.8,81.9,1,0
-0.3,64.2,66.2,0,4
14.0,77.2,75.9,0,2
3.3,78.4,91.2,1,0
11.7,83.2,72.1,0,2
1.9,69.6,63.6,1,3
7.9,58.1,75.8,1,4
6.4,72.9,67.0,1,4
7.7,78.2,82.9,1,0
10.5,61.7,59.1,0,4
8.6,100.1,59.6,0,1
11.4,70.7,60.5,1,1
19.6,41.1,65.1,0,3
9.4,57.1,73.4,1,4
8.5,91.9,55.7,1,3
11.3,87.4,70.2,1,0
21.5,95.8,75.2,1,0
5.7,35.4,51.7,1,3
8.8,44.0,79.6,0,4
8.4,96.1,67.2,1,0
15.7,98.5,52.4,1,2
12.0,113.4,51.8,1,3
11.1,49.2,54.1,0,4
10.3,94.1,56.1,1,4
15.4,45.6,76.0,0,0
4.7,111.3,67.8,0,3
7.8,104.4,34.5,0,0
5.8,79.9,75.0,0,2
5.9,55.3,57.6,0,3
11.7,42.3,45.4,0,3
15.4,56.0,64.7,0,1
12.6,68.0,59.8,1,2
10.1,61.4,72.4,0,4
16.8,62.8,54.6,1,3
3.9,100.4,90.9,1,1
12.6,83.1,67.0,0,3
18.8,95.6,74.9,0,0
14.9,73.6,60.1,0,3
3.8,100.4,74.0,0,0
9.7,62.5,87.9,0,2
14.8,72.4,79.4,0,3
7.5,109.7,87.8,0,4
6.7,87.0,74.1,1,3
10.1,81.3,68.6,1,4
3.2,68.5,33.5,1,1
2.6,97.9,46.8,1,3
8.9,82.5,52.0,1,3
11.7,115.8,87.9,1,1
14.7,51.7,79.3,0,0
2.8,90.2,96.5,0,1
5.0,54.8,52.9,0,1
9.0,57.9,63.1,0,2
14.1,66.2,80.7,0,3
14.5,84.6,59.4,0,3
12.8,75.0,47.0,0,3
11.5,46.2,74.3,0,1
13.1,62.9,66.7,0,4
20.1,62.0,47.6,1,0
2.2,81.6,54.3,0,4
3.3,58.7,49.3,1,1
11.6,79.0,51.8,0,3
9.0,56.5,95.7,0,1
7.6,35.0,52.0,0,3
7.5,80.5,49.2,1,0
17.0,38.4,90.0,1,3
13.4,74.0,71.2,0,3
6.4,68.7,53.3,1,0
10.6,70.1,63.3,0,0
7.3,53.0,90.1,1,1
17.5,41.6,59.5,1,4
8.1,61.6,80.3,0,1
14.5,118.4,39.3,0,3
13.3,61.2,43.1,0,3
11.2,58.0,72.3,0,2
9.1,76.4,54.4,1,0
19.4,52.4,47.3,1,0
3.6,46.1,54.5,1,2
13.5,54.7,68.4,0,3
13.2,84.4,46.7,0,3
12.6,89.2,49.0,0,1
9.2,32.5,57.6,0,3
7.2,65.9,65.0,1,2
12.3,104.8,69.7,1,4
8.7,101.6,47.2,1,3
7.4,106.5,61.6,1,0
16.6,94.0,56.6,0,1
20.6,73.3,84.9,0,1
7.7,93.8,61.0,1,4
15.6,82.7,68.6,0,0
9.6,97.8,65.3,1,1
7.1,73.0,52.1,0,2
8.4,86.1,65.6,0,2
17.2,82.5,69.1,0,3
5.1,70.8,31.5,1,3
6.7,57.2,41.8,1,2
6.4,87.8,53.3,1,0
14.0,99.6,40.2,0,4
20.6,90.0,56.1,1,3
3.6,77.0,65.1,1,0
2.0,48.8,77.4,1,2
17.9,74.5,76.5,0,1
16.3,48.4,77.6,1,3
17.8,63.2,73.8,1,4
4.8,71.8,74.4,1,1
4.2,65.2,62.4,1,4
13.5,86.1,89.8,0,1
4.1,79.1,59.1,1,3
12.0,79.3,71.4,0,1
2.6,71.7,41.1,0,0
13.2,21.0,60.9,0,1
12.9,92.6,61.5,1,0
14.2,101.4,47.4,1,3
11.2,96.2,45.8,0,4
12.7,67.7,58.3,1,1
10.1,44.8,84.1,1,3
9.3,113.7,63.2,0,0
10.8,75.9,73.5,1,4
12.8,60.2,56.9,1,3
14.6,62.1,90.2,1,1
2.0,150.0,57.8,1,4
16.3,76.8,47.3,0,3
13.9,85.5,68.5,0,4
11.7,56.9,76.8,0,3
10.9,79.2,66.1,0,4
4.8,34.2,67.3,0,2
13.9,102.5,82.5,0,1
9.6,53.8,49.0,0,4
14.0,87.1,53.8,0,0
16.7,117.0,75.4,1,1
7.0,57.8,75.7,0,2
11.7,77.9,51.7,0,0
9.3,60.9,63.9,1,1
9.1,65.9,74.9,1,3
-1.9,95.8,79.6,0,0
11.1,41.8,58.2,1,1
12.4,103.4,88.3,0,2
9.7,109.6,78.3,0,3
6.0,32.9,67.3,1,1
14.9,53.7,69.5,0,2
16.1,60.3,71.0,0,1
2.8,81.7,84.2,1,3
3.2,54.0,75.4,1,3
17.1,104.4,48.0,0,1
13.7,58.5,58.7,0,0
9.6,95.5,84.0,1,1
7.3,99.2,94.4,0,4
13.5,64.5,39.6,0,4
10.7,73.2,63.5,1,0
4.6,67.0,81.8,1,3
11.0,90.9,40.4,1,4
7.1,74.7,70.2,1,3
7.8,93.1,72.1,0,0
16.9,57.3,51.0,0,4
10.7,124.3,56.0,1,4
4.7,96.5,60.4,1,1
12.8,65.6,60.6,0,1
13.5,89.9,36.8,0,3
6.0,65.9,76.9,1,0
15.4,88.0,70.0,0,0
8.3,64.1,56.9,1,4
3.6,93.1,105.9,0,3
14.6,61.2,70.3,1,3
11.0,85.0,47.3,0,4
4.6,65.0,70.6,1,1
10.5,54.1,77.9,0,0
22.4,107.2,55.5,1,1
7.7,74.7,66.8,0,0
12.3,101.9,65.3,0,4
7.1,65.5,47.1,1,3
10.4,63.0,66.4,0,0
10.2,84.7,82.2,1,2
9.8,65.5,60.5,0,0
-1.0,70.4,65.1,1,1
11.8,66.5,51.4,0,3
9.0,57.9,48.5,1,1
12.1,56.7,62.1,0,1
15.0,84.0,55.8,0,2
13.1,74.8,77.7,1,1
17.3,60.0,80.6,1,2
9.5,96.0,75.0,0,0
6.4,95.5,65.0,1,1
12.6,72.6,96.1,1,4
11.0,21.5,73.7,0,3
9.7,76.7,63.4,0,2
1.3,40.0,63.4,1,4
12.9,95.9,78.3,0,4
7.7,51.5,82.0,0,3
5.8,52.0,65.4,1,4
5.9,61.9,58.3,0,2
6.3,45.7,72.7,1,1
9.5,67.4,58.1,1,3
7.5,76.0,80.1,1,1
14.4,97.5,64.3,1,4
17.5,91.5,72.7,0,0
5.7,37.9,55.0,0,3
4.2,58.8,73.8,1,2
15.1,68.9,38.6,0,0
20.2,74.4,67.4,0,4
11.3,59.2,85.6,1,4
14.3,102.4,56.1,1,0
12.3,75.7,68.8,1,3
6.0,71.8,67.3,1,4
1.1,85.0,31.9,0,4
7.8,86.1,77.0,1,2
14.0,55.6,67.0,1,3
6.2,84.9,78.0,1,1
13.4,84.8,27.0,1,2
12.8,104.5,58.6,1,4
7.9,71.1,61.2,0,3
3.9,78.5,75.5,0,2
18.4,32.8,25.1,0,3
3.9,107.2,64.8,1,2
13.6,69.8,49.3,1,0
9.0,92.6,49.9,0,3
15.4,84.5,81.5,1,4
15.4,95.7,64.7,0,3
6.0,74.2,52.3,1,4
9.2,66.0,60.9,0,4
11.6,29.1,70.4,0,4
8.5,80.8,42.5,1,2
16.9,80.8,93.9,0,2
15.8,56.6,66.1,1,3
13.4,53.2,63.5,1,2
8.3,83.0,30.7,1,0
15.0,103.8,53.1,1,0
5.7,58.2,76.7,1,0
8.6,46.2,47.1,1,3
4.4,81.2,78.3,0,0
8.6,80.2,47.0,1,0
5.3,104.8,49.2,1,3
7.0,86.1,49.7,1,3
3.5,96.0,68.7,0,1
23.2,64.8,72.5,1,0
6.0,70.1,83.7,1,4
7.8,96.7,75.7,0,1
0.3,55.8,88.0,1,2
9.2,70.3,51.5,1,3
3.7,88.4,59.2,1,2
8.4,63.8,86.6,0,3
7.4,69.3,68.7,0,3
14.7,73.6,48.0,0,2
3.9,93.5,57.9,1,3
2.2,66.9,63.8,0,4
9.2,55.5,66.9,0,4
11.7,61.2,71.4,1,1
2.3,25.5,53.8,1,3
-1.8,54.3,53.8,0,2
11.0,57.9,69.4,1,2
8.1,103.4,97.7,1,2
14.1,61.9,43.3,1,2
6.4,71.5,41.9,1,3
4.4,85.1,61.0,0,2
14.6,63.9,46.0,1,4
11.3,47.7,82.0,1,2
8.8,70.5,66.8,0,2
8.1,83.4,77.4,0,2
4.7,87.1,29.4,0,0
5.2,75.2,58.5,0,0
19.2,90.8,69.9,1,2
3.3,75.6,56.0,1,3
7.7,106.2,97.7,0,3
17.8,74.0,50.5,0,0
17.8,80.2,83.5,1,3
0.9,86.7,61.5,1,4
0.3,81.3,67.8,1,1
21.4,89.3,63.1,0,4
6.1,74.1,89.6,1,3
7.8,84.9,75.0,1,1
5.4,101.3,73.1,1,1
11.5,66.2,69.7,1,0
9.7,67.7,68.3,0,3
11.1,53.4,50.5,1,3
10.4,85.8,48.5,0,4
5.0,56.2,58.5,0,4
8.9,68.0,40.7,0,0
12.9,101.1,59.3,1,1
4.3,70.0,60.6,1,1
11.7,54.0,64.1,0,2
16.2,71.1,51.3,0,4
3.5,73.6,70.3,0,2
8.4,81.9,60.6,1,4
11.8,79.1,81.1,0,4
5.4,53.3,73.1,0,2
14.3,92.9,65.8,0,0
12.1,71.6,58.5,1,4
11.2,89.4,41.2,1,0
18.4,72.4,72.1,1,2
6.9,32.4,75.1,1,1
12.8,81.6,94.6,1,2
11.5,95.4,69.4,1,2
12.8,89.0,59.4,0,2
12.7,43.3,57.2,0,2
6.5,91.2,59.2,0,3
-1.9,99.7,69.1,1,4
2.9,96.5,56.3,0,2
4.5,100.1,71.9,0,2
6.2,96.3,67.6,1,4
12.3,47.9,48.9,1,1
7.2,63.0,66.0,0,4
14.6,69.3,57.5,1,3
9.4,85.1,39.9,1,4
8.5,87.6,54.0,1,3
21.2,59.2,77.2,0,0
20.5,54.0,59.8,1,3
19.2,37.1,56.0,1,0
11.1,67.1,77.1,1,2
2.8,66.1,35.0,1,1
-3.1,88.7,48.2,0,0
8.8,113.6,67.1,1,3
18.7,119.0,73.5,0,3
